year,location,type_of_crime,incidents,rate_per_100k
2008,British Columbia ,Motor vehicle theft,22738,522.78
2008,British Columbia ,Prostitution,845,19.43
2008,British Columbia ,Public incitement of hatred,5,0.11
2008,British Columbia ,Robbery,5413,124.45
2008,British Columbia ,Sexual violations against children,454,10.44
2008,British Columbia ,"Theft over $5,000",3054,70.22
2008,British Columbia ,"Theft under $5,000",114661,2636.24
2008,British Columbia ,Trespass,895,20.58
2008,British Columbia ,Weapons violations,3722,85.57
2008,Manitoba ,Attempted murder,36,3.01
2008,Manitoba ,Counterfeiting,48,4.01
2008,Manitoba ,Drug violations,2859,238.69
2008,Manitoba ,Facilitate terrorist activit,0,0
2008,Manitoba ,Firearms related crime,101,8.43
2008,Manitoba ,Fraud,2493,208.14
2008,Manitoba ,Homicide,54,4.51
2008,Manitoba ,Impaired driving,3027,252.72
2008,Manitoba ,Motor vehicle theft,9004,751.73
2008,Manitoba ,Prostitution,186,15.53
2008,Manitoba ,Public incitement of hatred,0,0
2008,Manitoba ,Robbery,1908,159.3
2008,Manitoba ,Sexual violations against children,15,1.25
2008,Manitoba ,"Theft over $5,000",485,40.49
2008,Manitoba ,"Theft under $5,000",20246,1690.3
2008,Manitoba ,Trespass,50,4.17
2008,Manitoba ,Weapons violations,947,79.06
2008,New Brunswick ,Attempted murder,7,0.94
2008,New Brunswick ,Counterfeiting,18,2.41
2008,New Brunswick ,Drug violations,1818,243.42
2008,New Brunswick ,Facilitate terrorist activit,0,0
2008,New Brunswick ,Firearms related crime,36,4.82
2008,New Brunswick ,Fraud,1914,256.27
2008,New Brunswick ,Homicide,3,0.4
2008,New Brunswick ,Impaired driving,2719,364.06
2008,New Brunswick ,Motor vehicle theft,1285,172.05
2008,New Brunswick ,Prostitution,66,8.84
2008,New Brunswick ,Public incitement of hatred,0,0
2008,New Brunswick ,Robbery,210,28.12
2008,New Brunswick ,Sexual violations against children,51,6.83
2008,New Brunswick ,"Theft over $5,000",251,33.61
2008,New Brunswick ,"Theft under $5,000",10045,1344.97
2008,New Brunswick ,Trespass,185,24.77
2008,New Brunswick ,Weapons violations,231,30.93
2008,Newfoundland and Labrador,Attempted murder,2,0.39
2008,Newfoundland and Labrador,Counterfeiting,15,2.93
2008,Newfoundland and Labrador,Drug violations,1070,209.17
2008,Newfoundland and Labrador,Facilitate terrorist activit,0,0
2008,Newfoundland and Labrador,Firearms related crime,20,3.91
2008,Newfoundland and Labrador,Fraud,1136,222.07
2008,Newfoundland and Labrador,Homicide,5,0.98
2008,Newfoundland and Labrador,Impaired driving,1583,309.46
2008,Newfoundland and Labrador,Motor vehicle theft,437,85.43
2008,Newfoundland and Labrador,Prostitution,14,2.74
2008,Newfoundland and Labrador,Public incitement of hatred,0,0
2008,Newfoundland and Labrador,Robbery,137,26.78
2008,Newfoundland and Labrador,Sexual violations against children,12,2.35
2008,Newfoundland and Labrador,"Theft over $5,000",105,20.53
2008,Newfoundland and Labrador,"Theft under $5,000",5537,1082.41
2008,Newfoundland and Labrador,Trespass,40,7.82
2008,Newfoundland and Labrador,Weapons violations,195,38.12
2008,Northwest Territories ,Attempted murder,0,0
2008,Northwest Territories ,Counterfeiting,0,0
2008,Northwest Territories ,Drug violations,512,1181.08
2008,Northwest Territories ,Facilitate terrorist activit,0,0
2008,Northwest Territories ,Firearms related crime,8,18.45
2008,Northwest Territories ,Fraud,129,297.58
2008,Northwest Territories ,Homicide,3,6.92
2008,Northwest Territories ,Impaired driving,941,2170.7
2008,Northwest Territories ,Motor vehicle theft,321,740.48
2008,Northwest Territories ,Prostitution,4,9.23
2008,Northwest Territories ,Public incitement of hatred,0,0
2008,Northwest Territories ,Robbery,22,50.75
2008,Northwest Territories ,Sexual violations against children,0,0
2008,Northwest Territories ,"Theft over $5,000",23,53.06
2008,Northwest Territories ,"Theft under $5,000",975,2249.13
2008,Northwest Territories ,Trespass,22,50.75
2008,Northwest Territories ,Weapons violations,69,159.17
2008,Nova Scotia ,Attempted murder,30,3.21
2008,Nova Scotia ,Counterfeiting,26,2.78
2008,Nova Scotia ,Drug violations,2819,301.22
2008,Nova Scotia ,Facilitate terrorist activit,0,0
2008,Nova Scotia ,Firearms related crime,29,3.1
2008,Nova Scotia ,Fraud,2756,294.49
2008,Nova Scotia ,Homicide,12,1.28
2008,Nova Scotia ,Impaired driving,2667,284.98
2008,Nova Scotia ,Motor vehicle theft,1577,168.51
2008,Nova Scotia ,Prostitution,95,10.15
2008,Nova Scotia ,Public incitement of hatred,0,0
2008,Nova Scotia ,Robbery,579,61.87
2008,Nova Scotia ,Sexual violations against children,26,2.78
2008,Nova Scotia ,"Theft over $5,000",264,28.21
2008,Nova Scotia ,"Theft under $5,000",13959,1491.56
2008,Nova Scotia ,Trespass,171,18.27
2008,Nova Scotia ,Weapons violations,635,67.85
2008,Nunavut ,Attempted murder,7,21.95
2008,Nunavut ,Counterfeiting,0,0
2008,Nunavut ,Drug violations,244,765.08
2008,Nunavut ,Facilitate terrorist activit,0,0
2008,Nunavut ,Firearms related crime,7,21.95
2008,Nunavut ,Fraud,83,260.25
2008,Nunavut ,Homicide,4,12.54
2008,Nunavut ,Impaired driving,262,821.52
2008,Nunavut ,Motor vehicle theft,172,539.32
2008,Nunavut ,Prostitution,1,3.14
2008,Nunavut ,Public incitement of hatred,0,0
2008,Nunavut ,Robbery,18,56.44
2008,Nunavut ,Sexual violations against children,14,43.9
2008,Nunavut ,"Theft over $5,000",10,31.36
2008,Nunavut ,"Theft under $5,000",416,1304.4
2008,Nunavut ,Trespass,3,9.41
2008,Nunavut ,Weapons violations,41,128.56
2008,Ontario ,Attempted murder,275,2.13
2008,Ontario ,Counterfeiting,437,3.39
2008,Ontario ,Drug violations,31704,246.1
2008,Ontario ,Facilitate terrorist activit,6,0.05
2008,Ontario ,Firearms related crime,443,3.44
2008,Ontario ,Fraud,36196,280.97
2008,Ontario ,Homicide,176,1.37
2008,Ontario ,Impaired driving,18752,145.56
2008,Ontario ,Motor vehicle theft,30759,238.76
2008,Ontario ,Prostitution,1069,8.3
2008,Ontario ,Public incitement of hatred,8,0.06
2008,Ontario ,Robbery,11943,92.71
2008,Ontario ,Sexual violations against children,345,2.68
2008,Ontario ,"Theft over $5,000",5115,39.7
2008,Ontario ,"Theft under $5,000",184110,1429.13
2008,Ontario ,Trespass,799,6.2
2008,Ontario ,Weapons violations,4725,36.68
2008,Prince Edward Island ,Attempted murder,1,0.72
2008,Prince Edward Island ,Counterfeiting,0,0
2008,Prince Edward Island ,Drug violations,201,144.85
2008,Prince Edward Island ,Facilitate terrorist activit,0,0
2008,Prince Edward Island ,Firearms related crime,2,1.44
2008,Prince Edward Island ,Fraud,354,255.11
2008,Prince Edward Island ,Homicide,2,1.44
2008,Prince Edward Island ,Impaired driving,465,335.1
2008,Prince Edward Island ,Motor vehicle theft,168,121.07
2008,Prince Edward Island ,Prostitution,0,0
2008,Prince Edward Island ,Public incitement of hatred,0,0
2008,Prince Edward Island ,Robbery,24,17.3
2008,Prince Edward Island ,Sexual violations against children,2,1.44
2008,Prince Edward Island ,"Theft over $5,000",29,20.9
2008,Prince Edward Island ,"Theft under $5,000",2759,1988.27
2008,Prince Edward Island ,Trespass,15,10.81
2008,Prince Edward Island ,Weapons violations,25,18.02
2008,Quebec ,Attempted murder,153,1.97
2008,Quebec ,Counterfeiting,157,2.02
2008,Quebec ,Drug violations,20825,268.31
2008,Quebec ,Facilitate terrorist activit,0,0
2008,Quebec ,Firearms related crime,257,3.31
2008,Quebec ,Fraud,16252,209.39
2008,Quebec ,Homicide,92,1.19
2008,Quebec ,Impaired driving,16378,211.02
2008,Quebec ,Motor vehicle theft,31356,403.99
2008,Quebec ,Prostitution,652,8.4
2008,Quebec ,Public incitement of hatred,2,0.03
2008,Quebec ,Robbery,7012,90.34
2008,Quebec ,Sexual violations against children,342,4.41
2008,Quebec ,"Theft over $5,000",4458,57.44
2008,Quebec ,"Theft under $5,000",105618,1360.79
2008,Quebec ,Trespass,304,3.92
2008,Quebec ,Weapons violations,1561,20.11
2008,Saskatchewan ,Attempted murder,32,3.15
2008,Saskatchewan ,Counterfeiting,31,3.05
2008,Saskatchewan ,Drug violations,2933,288.3
2008,Saskatchewan ,Facilitate terrorist activit,0,0
2008,Saskatchewan ,Firearms related crime,94,9.24
2008,Saskatchewan ,Fraud,3212,315.72
2008,Saskatchewan ,Homicide,30,2.95
2008,Saskatchewan ,Impaired driving,6143,603.83
2008,Saskatchewan ,Motor vehicle theft,5394,530.2
2008,Saskatchewan ,Prostitution,204,20.05
2008,Saskatchewan ,Public incitement of hatred,0,0
2008,Saskatchewan ,Robbery,1270,124.83
2008,Saskatchewan ,Sexual violations against children,52,5.11
2008,Saskatchewan ,"Theft over $5,000",382,37.55
2008,Saskatchewan ,"Theft under $5,000",18853,1853.16
2008,Saskatchewan ,Trespass,98,9.63
2008,Saskatchewan ,Weapons violations,933,91.71
2008,Yukon ,Attempted murder,1,3.02
2008,Yukon ,Counterfeiting,2,6.04
2008,Yukon ,Drug violations,217,655.83
2008,Yukon ,Facilitate terrorist activit,0,0
2008,Yukon ,Firearms related crime,2,6.04
2008,Yukon ,Fraud,125,377.78
2008,Yukon ,Homicide,3,9.07
2008,Yukon ,Impaired driving,378,1142.41
2008,Yukon ,Motor vehicle theft,171,516.8
2008,Yukon ,Prostitution,0,0
2008,Yukon ,Public incitement of hatred,0,0
2008,Yukon ,Robbery,16,48.36
2008,Yukon ,Sexual violations against children,0,0
2008,Yukon ,"Theft over $5,000",27,81.6
2008,Yukon ,"Theft under $5,000",689,2082.33
2008,Yukon ,Trespass,7,21.16
2008,Yukon ,Weapons violations,26,78.58
2009,Alberta ,Attempted murder,72,1.96
2009,Alberta ,Counterfeiting,135,3.67
2009,Alberta ,Drug violations,10631,288.96
2009,Alberta ,Facilitate terrorist activit,0,0
2009,Alberta ,Firearms related crime,238,6.47
2009,Alberta ,Fraud,12676,344.54
2009,Alberta ,Homicide,95,2.58
2009,Alberta ,Impaired driving,17051,463.46
2009,Alberta ,Motor vehicle theft,18309,497.65
2009,Alberta ,Prostitution,508,13.81
2009,Alberta ,Public incitement of hatred,3,0.08
2009,Alberta ,Robbery,3735,101.52
2009,Alberta ,Sexual violations against children,267,7.26
2009,Alberta ,"Theft over $5,000",2300,62.52
2009,Alberta ,"Theft under $5,000",74064,2013.11
2009,Alberta ,Trespass,420,11.42
2009,Alberta ,Weapons violations,2105,57.22
2009,British Columbia ,Attempted murder,114,2.58
2009,British Columbia ,Counterfeiting,166,3.76
2009,British Columbia ,Drug violations,23948,542.95
2009,British Columbia ,Facilitate terrorist activit,3,0.07
2009,British Columbia ,Firearms related crime,269,6.1
2009,British Columbia ,Fraud,14524,329.29
2009,British Columbia ,Homicide,118,2.68
2009,British Columbia ,Impaired driving,17248,391.05
2009,British Columbia ,Motor vehicle theft,19551,443.27
2009,British Columbia ,Prostitution,741,16.8
2009,British Columbia ,Public incitement of hatred,8,0.18
2009,British Columbia ,Robbery,5136,116.44
2009,British Columbia ,Sexual violations against children,531,12.04
2009,British Columbia ,"Theft over $5,000",2680,60.76
2009,British Columbia ,"Theft under $5,000",110257,2499.77
2009,British Columbia ,Trespass,1051,23.83
2009,British Columbia ,Weapons violations,3692,83.71
2009,Manitoba ,Attempted murder,27,2.23
2009,Manitoba ,Counterfeiting,33,2.73
2009,Manitoba ,Drug violations,2776,229.69
2009,Manitoba ,Facilitate terrorist activit,0,0
2009,Manitoba ,Firearms related crime,128,10.59
2009,Manitoba ,Fraud,2677,221.5
2009,Manitoba ,Homicide,57,4.72
2009,Manitoba ,Impaired driving,3669,303.58
2009,Manitoba ,Motor vehicle theft,6529,540.22
2009,Manitoba ,Prostitution,107,8.85
2009,Manitoba ,Public incitement of hatred,0,0
2009,Manitoba ,Robbery,2427,200.81
2009,Manitoba ,Sexual violations against children,60,4.96
2009,Manitoba ,"Theft over $5,000",551,45.59
2009,Manitoba ,"Theft under $5,000",28875,2389.15
2009,Manitoba ,Trespass,68,5.63
2009,Manitoba ,Weapons violations,1120,92.67
2009,New Brunswick ,Attempted murder,10,1.33
2009,New Brunswick ,Counterfeiting,9,1.2
2009,New Brunswick ,Drug violations,1933,257.75
2009,New Brunswick ,Facilitate terrorist activit,0,0
2009,New Brunswick ,Firearms related crime,36,4.8
2009,New Brunswick ,Fraud,1671,222.81
2009,New Brunswick ,Homicide,12,1.6
2009,New Brunswick ,Impaired driving,2417,322.29
2009,New Brunswick ,Motor vehicle theft,1286,171.48
2009,New Brunswick ,Prostitution,57,7.6
2009,New Brunswick ,Public incitement of hatred,0,0
2009,New Brunswick ,Robbery,199,26.53
2009,New Brunswick ,Sexual violations against children,94,12.53
2009,New Brunswick ,"Theft over $5,000",274,36.54
2009,New Brunswick ,"Theft under $5,000",9667,1289.01
2009,New Brunswick ,Trespass,180,24
2009,New Brunswick ,Weapons violations,304,40.54
2009,Newfoundland and Labrador,Attempted murder,0,0
2009,Newfoundland and Labrador,Counterfeiting,5,0.97
2009,Newfoundland and Labrador,Drug violations,1234,238.81
2009,Newfoundland and Labrador,Facilitate terrorist activit,0,0
2009,Newfoundland and Labrador,Firearms related crime,24,4.64
2009,Newfoundland and Labrador,Fraud,1107,214.23
2009,Newfoundland and Labrador,Homicide,1,0.19
2009,Newfoundland and Labrador,Impaired driving,1729,334.6
2009,Newfoundland and Labrador,Motor vehicle theft,461,89.22
2009,Newfoundland and Labrador,Prostitution,23,4.45
2009,Newfoundland and Labrador,Public incitement of hatred,0,0
2009,Newfoundland and Labrador,Robbery,116,22.45
2009,Newfoundland and Labrador,Sexual violations against children,52,10.06
2009,Newfoundland and Labrador,"Theft over $5,000",159,30.77
2009,Newfoundland and Labrador,"Theft under $5,000",6179,1195.79
2009,Newfoundland and Labrador,Trespass,43,8.32
2009,Newfoundland and Labrador,Weapons violations,181,35.03
2009,Northwest Territories ,Attempted murder,2,4.64
2009,Northwest Territories ,Counterfeiting,0,0
2009,Northwest Territories ,Drug violations,581,1346.5
2009,Northwest Territories ,Facilitate terrorist activit,0,0
2009,Northwest Territories ,Firearms related crime,5,11.59
2009,Northwest Territories ,Fraud,135,312.87
2009,Northwest Territories ,Homicide,2,4.64
2009,Northwest Territories ,Impaired driving,670,1552.76
2009,Northwest Territories ,Motor vehicle theft,233,539.99
2009,Northwest Territories ,Prostitution,2,4.64
2009,Northwest Territories ,Public incitement of hatred,0,0
2009,Northwest Territories ,Robbery,13,30.13
2009,Northwest Territories ,Sexual violations against children,4,9.27
2009,Northwest Territories ,"Theft over $5,000",23,53.3
2009,Northwest Territories ,"Theft under $5,000",986,2285.11
2009,Northwest Territories ,Trespass,12,27.81
2009,Northwest Territories ,Weapons violations,78,180.77
2009,Nova Scotia ,Attempted murder,38,4.05
2009,Nova Scotia ,Counterfeiting,7,0.75
2009,Nova Scotia ,Drug violations,2772,295.46
2009,Nova Scotia ,Facilitate terrorist activit,0,0
2009,Nova Scotia ,Firearms related crime,35,3.73
2009,Nova Scotia ,Fraud,2590,276.06
2009,Nova Scotia ,Homicide,15,1.6
2009,Nova Scotia ,Impaired driving,3149,335.64
2009,Nova Scotia ,Motor vehicle theft,1313,139.95
2009,Nova Scotia ,Prostitution,62,6.61
2009,Nova Scotia ,Public incitement of hatred,1,0.11
2009,Nova Scotia ,Robbery,584,62.25
2009,Nova Scotia ,Sexual violations against children,50,5.33
2009,Nova Scotia ,"Theft over $5,000",238,25.37
2009,Nova Scotia ,"Theft under $5,000",14702,1567.05
2009,Nova Scotia ,Trespass,144,15.35
2009,Nova Scotia ,Weapons violations,545,58.09
2009,Nunavut ,Attempted murder,8,24.54
2009,Nunavut ,Counterfeiting,0,0
2009,Nunavut ,Drug violations,271,831.29
2009,Nunavut ,Facilitate terrorist activit,0,0
2009,Nunavut ,Firearms related crime,7,21.47
2009,Nunavut ,Fraud,51,156.44
2009,Nunavut ,Homicide,6,18.4
2009,Nunavut ,Impaired driving,307,941.72
2009,Nunavut ,Motor vehicle theft,194,595.09
2009,Nunavut ,Prostitution,0,0
2009,Nunavut ,Public incitement of hatred,0,0
2009,Nunavut ,Robbery,23,70.55
2009,Nunavut ,Sexual violations against children,11,33.74
2009,Nunavut ,"Theft over $5,000",18,55.21
2009,Nunavut ,"Theft under $5,000",389,1193.25
2009,Nunavut ,Trespass,4,12.27
2009,Nunavut ,Weapons violations,42,128.83
2009,Ontario ,Attempted murder,293,2.25
2009,Ontario ,Counterfeiting,193,1.48
2009,Ontario ,Drug violations,30530,234.89
2009,Ontario ,Facilitate terrorist activit,4,0.03
2009,Ontario ,Firearms related crime,542,4.17
2009,Ontario ,Fraud,35066,269.79
2009,Ontario ,Homicide,178,1.37
2009,Ontario ,Impaired driving,18207,140.08
2009,Ontario ,Motor vehicle theft,27227,209.48
2009,Ontario ,Prostitution,1230,9.46
2009,Ontario ,Public incitement of hatred,6,0.05
2009,Ontario ,Robbery,12183,93.73
2009,Ontario ,Sexual violations against children,555,4.27
2009,Ontario ,"Theft over $5,000",4786,36.82
2009,Ontario ,"Theft under $5,000",188576,1450.84
2009,Ontario ,Trespass,772,5.94
2009,Ontario ,Weapons violations,4374,33.65
2009,Prince Edward Island ,Attempted murder,0,0
2009,Prince Edward Island ,Counterfeiting,1,0.71
2009,Prince Edward Island ,Drug violations,215,153.67
2009,Prince Edward Island ,Facilitate terrorist activit,0,0
2009,Prince Edward Island ,Firearms related crime,2,1.43
2009,Prince Edward Island ,Fraud,310,221.57
2009,Prince Edward Island ,Homicide,0,0
2009,Prince Edward Island ,Impaired driving,658,470.31
2009,Prince Edward Island ,Motor vehicle theft,159,113.65
2009,Prince Edward Island ,Prostitution,1,0.71
2009,Prince Edward Island ,Public incitement of hatred,0,0
2009,Prince Edward Island ,Robbery,19,13.58
2009,Prince Edward Island ,Sexual violations against children,18,12.87
2009,Prince Edward Island ,"Theft over $5,000",32,22.87
2009,Prince Edward Island ,"Theft under $5,000",2776,1984.15
2009,Prince Edward Island ,Trespass,29,20.73
2009,Prince Edward Island ,Weapons violations,33,23.59
2009,Quebec ,Attempted murder,205,2.61
2009,Quebec ,Counterfeiting,179,2.28
2009,Quebec ,Drug violations,19909,253.83
2009,Quebec ,Facilitate terrorist activit,0,0
2009,Quebec ,Firearms related crime,336,4.28
2009,Quebec ,Fraud,16317,208.03
2009,Quebec ,Homicide,88,1.12
2009,Quebec ,Impaired driving,16507,210.46
2009,Quebec ,Motor vehicle theft,27260,347.55
2009,Quebec ,Prostitution,563,7.18
2009,Quebec ,Public incitement of hatred,4,0.05
2009,Quebec ,Robbery,6777,86.4
2009,Quebec ,Sexual violations against children,901,11.49
2009,Quebec ,"Theft over $5,000",4272,54.47
2009,Quebec ,"Theft under $5,000",102029,1300.81
2009,Quebec ,Trespass,336,4.28
2009,Quebec ,Weapons violations,1555,19.83
2009,Saskatchewan ,Attempted murder,29,2.8
2009,Saskatchewan ,Counterfeiting,89,8.6
2009,Saskatchewan ,Drug violations,2950,285.08
2009,Saskatchewan ,Facilitate terrorist activit,0,0
2009,Saskatchewan ,Firearms related crime,109,10.53
2009,Saskatchewan ,Fraud,2914,281.61
2009,Saskatchewan ,Homicide,36,3.48
2009,Saskatchewan ,Impaired driving,6299,608.73
2009,Saskatchewan ,Motor vehicle theft,5338,515.86
2009,Saskatchewan ,Prostitution,240,23.19
2009,Saskatchewan ,Public incitement of hatred,1,0.1
2009,Saskatchewan ,Robbery,1242,120.03
2009,Saskatchewan ,Sexual violations against children,148,14.3
2009,Saskatchewan ,"Theft over $5,000",445,43
2009,Saskatchewan ,"Theft under $5,000",19940,1926.98
2009,Saskatchewan ,Trespass,122,11.79
2009,Saskatchewan ,Weapons violations,925,89.39
2009,Yukon ,Attempted murder,3,8.89
2009,Yukon ,Counterfeiting,1,2.96
2009,Yukon ,Drug violations,213,631.45
2009,Yukon ,Facilitate terrorist activit,0,0
2009,Yukon ,Firearms related crime,5,14.82
2009,Yukon ,Fraud,129,382.43
2009,Yukon ,Homicide,2,5.93
